拉丁名,纬度-Latitude,经度 - Longitude
Pandanus urophyllus,21.928537,101.253784
Paris axialis,29.496119,103.398589
Paris bashanensis,31.33,110.78
Paris delavayi var. petiolata,24.9269,98.7525
Paris longistigmata,28.48611,98.911543
Paris mairei,27.8,98.56666
Paris marmorata,28.36,87.76
Paris polyphlla var. chinensis,31.04,110.34
Paris polyphlla var. stenophylla,27.5,100.23333
Paris polyphylla var. polyphylla,27.83,119.191
Paris thibetica var. apetala,35.86,104.2
Paris thibetica var. thibetica,35.86,104.2
Paris verticillata,40.947367,115.415314
Trillium govanianum,29.93,94.88
Trillium tschonoskii,25.98194,98.67055
Veratrum grandiflorum,31.2,112.3
Veratrum mengtzeanum,27.82308,99.706013
Veratrum nigrum,41.843,126.886
Veratrum stenophyllum var. stenophyllum,35.86,104.2
Veratrum taliense,26.65,102.24
Ypsilandra alpina,35.86,104.2
Ypsilandra yunnanensis,35.86,104.2
Heterosmilax septemnervia,35.86,104.2
Smilax aberrans,22.446542,111.031652
Smilax aspera,35.86,104.2
Smilax aspericaulis,35.86,104.2
Smilax biumbellata,26.009806,98.632141
Smilax chingii,35.86,104.2
Smilax cyclophylla,29.47,103.7
Smilax elegans,29.5367,107.2833
Smilax ferox,26.466667,111.316667
Smilax glabra,29.15,112.5
Smilax griffithii,29.32,95.33
Smilax hemsleyana,35.86,104.2
Smilax lanceifolia,35.86,104.2
Smilax lebrunii,25.7,104.46
Smilax lushuiensis,35.86,104.2
Smilax mairei,28.065,98.590278
Smilax menispermoidea,26.580122,111.840659
Smilax microphylla,29.8,106.39
Smilax munita,27.9864,98.62
Smilax myrtillus,25.72,100.03
Smilax nana,25.8333,99.9833
Smilax nigrescens,34.56,105.72
Smilax ocreata,24.580446,99.92854
Smilax perfoliata,23.72,106.84
Smilax quadrata,24.77,103.27
Smilax stans,28.48611,98.911543
Smilax trachypoda,30.066708,102.758313
Asparagus angulofractus,39.71,75.25
Asparagus brachyphyllus,24.706769,102.928677
Asparagus cochinchinensis,30.19,119.36
Asparagus filicinus,32.080278,97.02
Asparagus gobicus,36.54,104.14
Asparagus longiflorus,35.21,106.65
Asparagus lycopodineus,24.8378,98.7647
Asparagus meioclados,25.3922,102.72
Asparagus munitus,27.2822,100.85195
Asparagus myriacanthus,28.661276,97.466916
Asparagus persicus,38.62,103.09
Asparagus przewalskyi,40.492344,115.105519
Asparagus racemosus,28.85,85.29
Asparagus sichuanicus,31.13,97.18
Asparagus tibeticus,32.061655,102.990174
Asparagus yanyuanensis,27.42,101.5
Barnardia japonica,42.51,124.409
Campylandra aurantiaca,27.731199,98.3937
Campylandra chinensis,24.880278,102.832778
Campylandra ensifolia,25.295664,98.802414
Campylandra fimbriata,25.5531,98.6683
Campylandra liangshanensis,28.262715,103.571742
Campylandra wattii,22.446542,111.031652
Cardiocrinum giganteum,29.914155,102.234618
Chlorophytum chinense,28.93,99.79
Chlorophytum nepalense,28.85,85.29
Clintonia udensis,28.38222,98.79666
Disporopsis aspersa,27.753833,98.930417
Disporum bodinieri,35.86,104.2
Disporum calcaratum,23.763342,98.82524
Disporum cantoniense,35.86,104.2
Disporum megalanthum,33.801858,108.625086
Disporum uniflorum,30.066708,102.758313
Diuranthera major,24.93,105.84
Fritillaria crassicaulis,27.82308,99.706013
Fritillaria dajinensis,32.97,98.1
Fritillaria delavayi,29.66666,91.35
Fritillaria fusca,31.712092,88.118532
Fritillaria przewalskii,34.04,104.39
Fritillaria sichuanica,30.996299,103.612264
Fritillaria sungbei,29.66666,91.35
Fritillaria unibracteata var. longinectarea,34.586389,99.863611
Fritillaria unibracteata var. unibracteata,34.586389,99.863611
Fritillaria walujewii,43.33639,83.03583
Gagea filiformis,48.43,86.42
Gagea jaeschkei,37.77,75.22
Gagea neopopovii,47.180556,90.351667
Gagea olgae,39.71,75.25
Gagea ova,43.81,87.6
Gagea pauciflora,40.5,117.09
Iphigenia indica,26.56023,100.17643
Lilium bakerianum var. bakerianum,25.7,100.133
Lilium brevistylum,28.67,97.47
Lilium brownii,29.86,118.43
Lilium davidii,28.63777,98.90555
Lilium duchartrei,30.71,101.75
Lilium habaense,27.82308,99.706013
Lilium henrici,29.49,103.39
Lilium lijiangense,26.876096,100.229945
Lilium lophophorum,29.3858,100.149
Lilium matangense,31.9,102.22
Lilium nanum var. nanum,28.48611,98.911543
Lilium nepalense,27.629986,99.685448
Lilium papilliferum,27.740736,98.66582
Lilium paradoxum,31.712092,88.118532
Lilium primulinum var. burmanicum,23.763342,98.82524
Lilium pumilum,41.451,127.92
Lilium regale,36,104
Lilium saccatum,29.22,94.22
Lilium sargentiae,30.066708,102.758313
Lilium sempervivoideum,26.890689,102.110335
Lilium souliei,27.624502,99.643692
Lilium stewartianum,27.82308,99.706013
Lilium sulphureum,25.012526,102.700013
Lilium taliense,27.4758,99.8842
Lilium tigrinum,31.37,109.62
Lilium wardii,32,90
Lilium xanthellum var. xanthellum,28.932073,99.79929
Lloydia delavayi,26.876096,100.229945
Lloydia flavonutans,27.48,88.9
Lloydia ixiolirioides,29.914155,102.234618
Lloydia oxycarpa,29.6131,94.6531
Lloydia serotina var. parva,31.712092,88.118532
Lloydia serotina var. serotina,31.712092,88.118532
Lloydia tibetica,35.86,104.2
Lloydia yunnanensis,27.079462,100.259811
Maianthemum atropurpureum,35.86,104.2
Maianthemum bifolium,39.31,115.24
Maianthemum fuscum,28.36,87.76
Maianthemum gongshanense,25.9725,98.683611
Maianthemum henryi,27.93099,99.614937
Maianthemum lichiangense,28.9164,102.216
Maianthemum oleraceum,27.48,88.9
Maianthemum purpureum,28.66,97.46
Maianthemum tatsienense,35.86,104.2
Maianthemum tubiferum,30.36,102.81
Milula spicata,29.14,92.59
Nomocharis aperta,27.930874,99.615021
Nomocharis basilissa,27.6242,98.6331
Nomocharis farreri,35.86,104.2
Nomocharis meleagrina,35.86,104.2
Nomocharis pardanthina,27.42,101.5
Nomocharis saluenensis,35.86,104.2
Notholirion bulbuliferum,27.7078,98.4969
Notholirion campanulatum,35.86,104.2
Notholirion macrophyllum,27.928607,101.279419
Ophiopogon bodinieri,26.993118,100.195396
Ophiopogon clarkei,29.000343,101.507299
Ophiopogon grandis,24.580446,99.92854
Ophiopogon intermedius,26.380833,110.814444
Ophiopogon lushuiensis,35.86,104.2
Ophiopogon motouensis,29.32,95.33
Ophiopogon yunnanensis,35.86,104.2
Peliosanthes macrostegia,27.2,109.83
Peliosanthes sinica,22.01071,100.799775
Peliosanthes teta,29.32,95.33
Polygonatum alternicirrhosum,36.519977,103.891767
Polygonatum cathcartii,27.6303,98.6217
Polygonatum cirrhifolium,28.98,93.22
Polygonatum curvistylum,26.876096,100.229945
Polygonatum griffithii,29.9894,94.8653
Polygonatum hirtellum,29,101.5
Polygonatum hookeri,33.716667,99.35
Polygonatum kingianum,24.81,106.37
Polygonatum medogensis,29.326875,95.328655
Polygonatum megaphyllum,37.35,111.17
Polygonatum odoratum,43.5,116.816667
Polygonatum oppositifolium,29.32,95.33
Polygonatum pendulum,35.86,104.2
Polygonatum prattii,35.86,104.2
Polygonatum punctatum,35.86,104.2
Polygonatum qinghaiensis,35.0228,98.8606
Polygonatum sibtrcum,27.0983,100.175
Polygonatum tessellatum,35.86,104.2
Polygonatum verticillatum,32.050556,97.24
Polygonatum zanlanscianense,29.914155,102.234618
Reineckea carnea,31.330662,121.507378
Streptopus obtusatus,30.842036,102.947794
Streptopus parviflorus,29.22,102.35
Streptopus simplex,27.930874,99.615021
Theropogon pallidus,28.85,85.29
Tricyrtis pilosa,31.370137,109.629918
Tulipa dasystemon,43.83,81.17
Acampe rigida,23.67,112.39
Agrostophyllum callosum,29.32,95.33
Amitostigma basifoliatum,27.928607,101.279419
Amitostigma faberi,29.49,103.39
Amitostigma farreri,27.6961,98.4553
Amitostigma gonggashanicum,29.914155,102.234618
Amitostigma gracile,45.406164,130.093918
Amitostigma hemipilioides,25.4667,102.767
Amitostigma monanthum,28.401089,99.451408
Amitostigma papilionaceum,32.637983,103.59895
Amitostigma physoceras,32.4,103.533333
Amitostigma tetralobum,35.86,104.2
Amitostigma tibeticum,29.1,99.6922
Amitostigma trifurcatum,35.86,104.2
Amitostigma yuanum,35.86,104.2
Androcorys ophioglossoides,34.3342,100.509
Androcorys pugioniformis,29.65,91.12
Androcorys spiralis,35.86,104.2
Anoectochilus baotingensis,18.626309,109.700342
Anoectochilus brevistylis,21.68,101.31
Anoectochilus clarkei,29.32,95.33
Anthogonium gracile,29.63,94.36
Aphyllorchis alpina,28.66,97.46
Aphyllorchis gollani,18.252625,109.511923
Ascocentrum himalaicum,25.6325,98.7017
Bletilla formosana,35.86,104.2
Bletilla ochracea,24.518994,107.410176
Bletilla striata,24.983333,112.833333
Brachycorythis galeandra,27.2,109.83
Bulbophyllum amplifolium,29.32,95.33
Bulbophyllum andersonii,29.39,110.16
Bulbophyllum bomiense,28.85,85.29
Bulbophyllum cariniflorum,28.85,85.29
Bulbophyllum caudatum,29.32,95.33
Bulbophyllum cauliflorum,29.32,95.33
Bulbophyllum delitescens,18.516726,110.029085
Bulbophyllum elatum,35.86,104.2
Bulbophyllum emarginatum,29.32,95.33
Bulbophyllum eublepharum,27.6942,98.3017
Bulbophyllum forrestii,35.86,104.2
Bulbophyllum gongshanense,35.86,104.2
Bulbophyllum guttulatum,29.32,95.33
Bulbophyllum helenae,35.86,104.2
Bulbophyllum leopardinum,22.01071,100.799775
Bulbophyllum odoratissimum,23.869209,116.94221
Bulbophyllum reptans,29.32,95.33
Bulbophyllum retusiusculum,35.86,104.2
Bulbophyllum umbellatum,35.86,104.2
Bulbophyllum yunnanense,23.714836,102.491391
Bulleyia yunnanensis,35.86,104.2
Calanthe alismatifolia,29.32,95.33
Calanthe alpina,29.93,94.88
Calanthe arcuata,35.86,104.2
Calanthe brevicornu,25.22845,113.217309
Calanthe clavata,22.391288,106.817838
Calanthe davidii,28.0206,98.6203
Calanthe densiflora,35.86,104.2
Calanthe discolor,29.326488,114.963104
Calanthe griffithii,26.901731,98.869207
Calanthe hancockii,35.86,104.2
Calanthe herbacea,21.475834,101.56752
Calanthe mannii,35.86,104.2
Calanthe metoensis,29.32,95.33
Calanthe nipponica,29.63,94.36
Calanthe plantaginea var. lushuiensis,23.646234,114.117501
Calanthe plantaginea var. plantaginea,23.932672,112.199131
Calanthe puberula,35.86,104.2
Calanthe reflexa,25.39,112.94
Calanthe sylvatica,25.60168,110.585686
Calanthe tricarinata,28.48611,98.911543
Calypso bulbosa,33.15,103.87
Cephalanthera calcarata,25.67,99.95
Cephalanthera erecta,29.496119,103.398589
Cephalanthera falcata,30.066708,102.758313
Cephalanthera longifolia,28.66,97.46
Cephalantheropsis halconensis,22.25257,111.721548
Ceratostylis himalaica,29.32,95.33
Chamaegastrodia shikokiana,27.928607,101.279419
Changnienia amoena,32.37917,113.42886
Chrysoglossum assamicum,29.32,95.33
Cleisostoma linearilobatum,21.931655,101.240113
Cleisostoma medogense,29.32,95.33
Cleisostoma paniculatum,29.32,95.33
Coelogyne barbata,35.86,104.2
Coelogyne corymbosa,35.86,104.2
Coelogyne cristata,28.17,85.98
Coelogyne fimbriata,29.32,95.33
Coelogyne leucantha,35.86,104.2
Coelogyne longipes,35.86,104.2
Coelogyne occultata,24.8308,98.7678
Coelogyne ovalis,35.86,104.2
Coelogyne prolifera,24.8308,98.7678
Coelogyne punctulata,27.7731,98.3339
Collabium chinense,24.186045,113.415062
Collabium formosanum,35.86,104.2
Conchidium muscicola,34.56,110.09
Corallorhiza trifida,42.78,128.51
Corybas taliensis,26.9094,98.8631
Cremastra appendiculata,24.780744,112.377423
Crepidium acuminatum,18.900181,109.682583
Crepidium bahanense,26.876096,100.229945
Crepidium orbiculare,22.01071,100.799775
Cryptochilus luteus,35.86,104.2
Cryptochilus sanguineus,29.32,95.33
Cylindrolobus tenuicaulis,29.32,95.33
Cymbidium eburneum,18.252625,109.511923
Cymbidium elegans var. elegans,29.49,103.39
Cymbidium ensifolium,26.32496,114.514242
Cymbidium erythraeum,35.86,104.2
Cymbidium faberi,29.039409,110.484279
Cymbidium floribundum,29.157849,107.099276
Cymbidium goeringii var. goeringii,29.1,107.216667
Cymbidium gongshanense,35.86,104.2
Cymbidium hookerianum,25.3986,98.8267
Cymbidium iridioides,35.86,104.2
Cymbidium kanran,29.5997,102.058
Cymbidium lancifolium,35.86,104.2
Cymbidium tracyanum,24.93042,105.844753
Cymbidium wilsonii,35.86,104.2
Cypripedium bardolphianum,32.63,103.59
Cypripedium debile,30.066708,102.758313
Cypripedium elegans,28.85,85.29
Cypripedium fargesii,25.584234,100.222124
Cypripedium fasciolatum,31.33,110.78
Cypripedium flavum,27.42,101.5
Cypripedium franchetii,36.519977,103.891767
Cypripedium guttatum,27.82308,99.706013
Cypripedium henryi,35.86,104.2
Cypripedium himalaicum,28.85,85.29
Cypripedium macranthos,40.44,117.72
Cypripedium margaritaceum,27.128349,100.232254
Cypripedium palangshanense,31.473889,110.323611
Cypripedium plectrochilum,27.42,101.5
Cypripedium shanxiense,37.35,111.17
Cypripedium subtropicum,29.32,95.33
Cypripedium tibeticum,27.07901,100.258041
Cypripedium wardii,28.48611,98.911543
Cypripedium yunnanense,26.938499,100.208699
Dactylorhiza hatagirea,36.944407,100.898038
Dactylorhiza umbrosa,43.15,81.12
Dactylorhiza viridis,46.940833,133.564444
Dendrobium chrysanthum,23.9,106.61
Dendrobium cucullatum,24.716666,103.416666
Dendrobium denneanum,29.49,103.39
Dendrobium densiflorum,29.32,95.33
Dendrobium devonianum,29.32,95.33
Dendrobium fimbriatum,22.653799,108.310905
Dendrobium hancockii,29.914155,102.234618
Dendrobium hookerianum,27.7397,98.6592
Dendrobium longicornu,23.763342,98.82524
Dendrobium moniliforme,26.58,107.97
Dendrobium monticola,28.85,85.29
Dendrobium nobile,29.32,95.33
Dendrobium pendulum,21.475834,101.56752
Dendrobium salaccense,29.32,95.33
Diphylax contigua,27.8947,98.6658
Diphylax uniformis,27.740736,98.66582
Diphylax urceolata,29.49,103.39
Diplomeris pulchella,25.08,104.89
Epigeneium amplum,35.86,104.2
Epigeneium fuscescens,29.32,95.33
Epigeneium rotundatum,35.86,104.2
Epigeneium treutleri,35.86,104.2
Epipactis helleborine,28.85,85.29
Epipactis humilior,29.85,95.76
Epipactis mairei,33.392394,104.926525
Epipactis veratrifolia,23,103
Epipogium aphyllum,35.86,104.2
Epipogium roseum,35.86,104.2
Eria alba,29.87,95.77
Eria clausa,24.392902,106.633387
Eria coronaria,27.1264,98.8344
Eria gagnepainii,18.62,109.7
Eria vittata,29.32,95.33
Flickingeria albopurpurea,35.86,104.2
Frigidorchis humidicola,23,103
Fritillaria cirrhosa,27.082886,100.262718
Galearis roborowskyi,28.48611,98.911543
Galearis spathulata,32.583333,103.833333
Galearis tschiliensis,29.3858,100.149
Galearis wardii,29.7786,94.7247
Galeola faberi,35.86,104.2
Galeola lindleyana,25.60168,110.585686
Gastrochilus calceolaris,19.254108,110.45517
Gastrochilus distichus,35.86,104.2
Gastrochilus formosanus,35.86,104.2
Gastrochilus intermedius,29.351226,107.616845
Gastrochilus obliquus,22.01071,100.799775
Gastrochilus pseudodistichus,35.86,104.2
Gastrodia elata,26.908457,102.930168
Geodorum densiflorum,25.46,105.28
Goodyera biflora,35.86,104.2
Goodyera bomiensis,29.85,95.76
Goodyera foliosa,35.86,104.2
Goodyera fusca,27.48,88.9
Goodyera henryi,35.86,104.2
Goodyera procera,35.86,104.2
Goodyera recurva,35.86,104.2
Goodyera repens,44.32,85.61
Goodyera robusta,35.86,104.2
Goodyera schlechtendaliana,31.83,102.6
Goodyera velutina,26.43,110.85
Goodyera wolongensis,31.08,103.26
Gymnadenia bicornis,29.33,95.33
Gymnadenia conopsea,37.33,111.18
Gymnadenia crassinervis,29.22,94.22
Gymnadenia orchidis,27.7,98.56666
Habenaria acianthoides,32.94,104.68
Habenaria acuifera,24.846283,110.451522
Habenaria aitchisonii,28.93,93.23
Habenaria arietina,29.32,95.33
Habenaria balfouriana,27.42,101.5
Habenaria davidii,25.5,100.183
Habenaria delavayi,25.087347,102.675258
Habenaria dentata,29.32,95.33
Habenaria diplonema,26.876096,100.229945
Habenaria fargesii,21.737618,101.581019
Habenaria glaucifolia,27.129282,100.235168
Habenaria intermedia,28.85,85.29
Habenaria limprichtii,27.03,100.23
Habenaria linguella,22.32,109.12
Habenaria mairei,35.86,104.2
Habenaria malintana,18.252625,109.511923
Habenaria stenopetala,29.32,95.33
Habenaria szechuanica,32.666667,103.583333
Habenaria tibetica,28.661276,97.466916
Habenaria wolongensis,31.08,103.26
Hemipilia cordifolia,28.85,85.29
Hemipilia crassicalcarata,31.33,110.78
Hemipilia flabellata,26.993328,100.194717
Hemipilia forrestii,35.86,104.2
Hemipilia quinquangularis,35.86,104.2
Hemipiliopsis purpureopunctata,29.9719,95.3647
Herminium alaschanicum,32.9222,97.2917
Herminium angustilabre,35.86,104.2
Herminium carnosilabre,35.86,104.2
Herminium chloranthum,30.05,101.96
Herminium coiloglossum,24.615701,100.709787
Herminium ecalcaratum,25.8333,99.9833
Herminium glossophyllum,30.05,101.96
Herminium josephii,29,93.95
Herminium lanceum,25.7,100.133
Herminium macrophyllum,28.85,85.29
Herminium monorchis,28.63638,98.89861
Herminium quinquelobum,35.86,104.2
Herminium singulum,35.86,104.2
Herminium souliei,35.86,104.2
Herminium yunnanense,25.032903,101.546159
Holcoglossum flavescens,31.82,108.62
Holcoglossum kimballianum,22.010889,100.79926
Holopogon smithianus,33.222857,107.545509
Ischnogyne mandarinorum,31.68115,103.853481
Liparis bistriata,29.32,95.33
Liparis bootanensis,35.86,104.2
Liparis campylostalix,29.85,95.76
Liparis cathcartii,35.86,104.2
Liparis cespitosa,35.86,104.2
Liparis chapaensis,27.7411,98.3453
Liparis cordifolia,29.32,95.33
Liparis delicatula,29.69,111.02
Liparis distans,28.13,106.82
Liparis elliptica,29.32,95.33
Liparis fargesii,33.53,109.88
Liparis gigantea,22.446542,111.031652
Liparis glossula,28.85,85.29
Liparis nervosa,27.04,114.9
Liparis odorata,25.79,114.53
Liparis petiolata,29.326488,114.963104
Liparis resupinata,29.32,95.33
Liparis rostrata,28.85,85.29
Liparis stricklandiana,35.86,104.2
Liparis tschangii,22.01071,100.799775
Liparis viridiflora,29.32,95.33
Luisia ramosii,22.76,107.11
Luisia teres,30.055305,101.96483
Malaxis monophyllos,35.86,104.2
Monomeria barbata,35.86,104.2
Mycaranthes pannea,18.900181,109.682583
Myrmechis japonica,35.86,104.2
Neofinetia falcata,26.684218,100.750798
Neogyna gardneriana,35.86,104.2
Neottia acuminata,35.86,104.2
Neottia bambusetorum,35.86,104.2
Neottia biflora,36.519977,103.891767
Neottia camtschatea,40.86,111.81
Neottia divaricata,29.32,95.33
Neottia listeroides,35.86,104.2
Neottia longicaulis,28.85,85.29
Neottia megalochila,30.05,101.96
Neottia pinetorum,35.86,104.2
Neottia puberula var. puberula,38.79,113.43
Neottia smithii,32.583333,103.833333
Neottia wardii,30.1711,101.869
Neottianthe camptoceras,25.116213,99.162598
Neottianthe compacta,35.86,104.2
Neottianthe cucullata var. calcicola,27.824167,89.269165
Neottianthe cucullata var. cucullata,30.1469,101.86
Neottianthe secundiflora,35.86,104.2
Nervilia aragoana,27.740736,98.66582
Nervilia fordii,22.76,107.11
Oberonia acaulis,29.32,95.33
Oberonia caulescens,28.66,97.46
Oberonia kwangsiensis,35.86,104.2
Oberonia mannii,29.32,95.33
Oberonia obcordata,29.32,95.33
Oberonia pyrulifera,35.86,104.2
Odontochilus crispus,35.86,104.2
Odontochilus elwesii,29.496119,103.398589
Odontochilus lanceolatus,25.138185,99.17943
Odontochilus poilanei,29.32,95.33
Odontochilus tortus,29.32,95.33
Orchis cyclochila,47.02,129.02
Oreorchis fargesii,32.141354,104.298482
Oreorchis foliosa,27.48,88.9
Oreorchis micrantha,29.63,94.36
Oreorchis nana,33.046791,103.933665
Oreorchis patens,35.86,104.2
Otochilus albus,35.86,104.2
Otochilus fuscus,28.1589,98.3256
Otochilus lancilabius,29.32,95.33
Otochilus porrectus,35.86,104.2
Panisea cavaleriei,26.0067,98.6586
Paphiopedilum armeniacum,35.86,104.2
Paphiopedilum venustum,29.32,95.33
Papilionanthe biswasiana,21.957355,100.452547
Pecteilis susannae,23.688233,113.045465
Peristylus affinis,25.39996,112.948819
Peristylus bulleyi,29.037008,100.298406
Peristylus calcaratus,35.86,104.2
Peristylus coeloceras,25.8833,100.017
Peristylus elisabethae,27.48,88.9
Peristylus fallax,27.48,88.9
Peristylus forceps,25.07,102.68
Peristylus forrestii,25.012526,102.700013
Peristylus goodyeroides,22.758186,108.487812
Peristylus jinchuanicus,27.92,101.27
Peristylus mannii,26.655322,102.244617
Phaius delavayi,27.128586,100.231979
Phaius flavus,29.39,110.16
Phaius mishmensis,29.32,95.33
Phaius tancarvilleae,36.519977,103.891767
Phaius wallichii,21.475834,101.56752
Phaius wilsonii,29.523376,103.33726
